recipe_id,recipe_name,recipe_status,link_id,ingredient_name,ingredient_id,quantity,unit_of_measure,cost,mapped_item,vendor_name,current_price,item_code,mapping_status
84,Kale Kimchi Recipe,Complete,504.0,"Dry Goods, Sugar, White",825.0,7.0,lb,6.8348,"Dry Goods, Sugar, White","JAKES, INC.",24.41,SUGR03,VENDOR_ITEM
84,Kale Kimchi Recipe,Complete,505.0,"Dry Goods, Vinegar, White",871.0,2.0,qt,2.12,"Dry Goods, Vinegar, White",US Foods,4.24,OLVS11,VENDOR_ITEM
84,Kale Kimchi Recipe,Complete,502.0,Kale - Chopped,622.0,20.0,lb,27.28,PD KALE CHOPPED,RESTAURANT DEPOT,6.82,2876400126,VENDOR_ITEM
84,Kale Kimchi Recipe,Complete,503.0,"Produce, Coleslaw Mix",219.0,10.0,lb,10.125,"Produce, Coleslaw Mix","JAKES, INC.",20.25,PR9313,VENDOR_ITEM
84,Kale Kimchi Recipe,Complete,507.0,Shredded Carrots,610.0,2.5,lb,2.21,"Produce, Cabbage, Red, Shredded",RESTAURANT DEPOT,8.84,3.0223E+11,VENDOR_ITEM
79,LJ Mac,Draft,381.0,"Dry Goods, Pasta, Cavatappi",603.0,9.0,lb,15.9435,"Dry Goods, Pasta, Cavatappi","JAKES, INC.",35.43,SPAG21,VENDOR_ITEM
79,LJ Mac,Draft,380.0,Mac Sauce - Modified 2025,138.0,50.0,oz,417.2637500000001,"Dairy, Cheese Sauce, Loaf, American",Jorge Garza,144.0,58897_XC10619296,VENDOR_ITEM
120,Lemon Pepper Chicken Wings,Complete,308.0,Dry Food. Lemon Pepper,525.0,1.5,oz,0.11,Dry Food. Lemon Pepper,RESTAURANT DEPOT,12.32,52100010793,VENDOR_ITEM
120,Lemon Pepper Chicken Wings,Complete,304.0,"Dry Goods, Bread, Texas Toast",90.0,1.0,each,0.219,"Dry Goods, Bread, Texas Toast",CB Commissary LLC,2.19,936,VENDOR_ITEM
120,Lemon Pepper Chicken Wings,Complete,307.0,"Dry Goods, Chicken  Breading, Lea Jane Recipe",475.0,3.0,oz,0.3557,"Dry Goods, Chicken  Breading, Lea Jane Recipe",ALTAMIRA LTD.,94.85,32165,VENDOR_ITEM
120,Lemon Pepper Chicken Wings,Complete,305.0,"Dry Goods, Pickle, DIll, Slices",652.0,1.0,oz,0.0014,"Dry Goods, Pickle, DIll, Slices","JAKES, INC.",26.2,PICK41,VENDOR_ITEM
120,Lemon Pepper Chicken Wings,Complete,306.0,"Dry Goods, Shortening, Pork Lard",474.0,1.0,oz,0.0854,"Dry Goods, Shortening, Pork Lard",US Foods,68.29,OILS49,VENDOR_ITEM
120,Lemon Pepper Chicken Wings,Complete,303.0,"Protein, Chicken, Wing",14.0,10.0,oz,1.0875,"Protein, Chicken, Wing",Buckhead Meat & Seafood OF HOUSTON,1.74,1001997,VENDOR_ITEM
109,Lemon Pepper Sauce - Portion,Complete,487.0,Dry Food. Lemon Pepper,525.0,2.0,oz,0.1467,Dry Food. Lemon Pepper,RESTAURANT DEPOT,12.32,52100010793,VENDOR_ITEM
124,Loaded Fries,Complete,337.0,"Dairy, Cheese Sauce, Loaf, American",138.0,4.0,oz,1.2,"Dairy, Cheese Sauce, Loaf, American",Jorge Garza,144.0,58897_XC10619296,VENDOR_ITEM
124,Loaded Fries,Complete,339.0,"Dry Goods, Chicken  Breading, Lea Jane Recipe",475.0,2.0,oz,0.2371,"Dry Goods, Chicken  Breading, Lea Jane Recipe",ALTAMIRA LTD.,94.85,32165,VENDOR_ITEM
124,Loaded Fries,Complete,336.0,"Protein, Chicken, Tenders",178.0,4.0,oz,0.715,"Protein, Chicken, Tenders",Buckhead Meat & Seafood OF HOUSTON,2.86,1002010,VENDOR_ITEM
121,Mac & Cheese,Complete,423.0,"Dry Goods, Pasta, Cavatappi",603.0,6.0,oz,0.6643,"Dry Goods, Pasta, Cavatappi","JAKES, INC.",35.43,SPAG21,VENDOR_ITEM
121,Mac & Cheese,Complete,422.0,Mac Sauce,138.0,2.0,oz,121.74406666666668,"Dairy, Cheese Sauce, Loaf, American",Jorge Garza,144.0,58897_XC10619296,VENDOR_ITEM
101,Mac Sauce,Complete,444.0,"Dairy, Cheese Sauce, Loaf, American",138.0,680.0,gram,7.1959,"Dairy, Cheese Sauce, Loaf, American",Jorge Garza,144.0,58897_XC10619296,VENDOR_ITEM
101,Mac Sauce,Complete,443.0,"Dairy, Cheese, Cheddar, Yellow Bar",157.0,1240.0,gram,9.0487,"Dairy, Cheese, Cheddar, Yellow Bar","JAKES, INC.",3.31,PCH007,VENDOR_ITEM
101,Mac Sauce,Complete,441.0,"Dairy, Cream, Heavy",259.0,2.0,qt,10.83,"Dairy, Cream, Heavy","JAKE'S, INC.",64.98,MILK33,VENDOR_ITEM
101,Mac Sauce,Complete,440.0,"Dairy, Milk, Whole",529.0,2.0,gallon,0.003,"Dairy, Milk, Whole","JAKE'S, INC.",22.92,MLK051,VENDOR_ITEM
101,Mac Sauce,Complete,445.0,"Dry Goods, Olive and Truffle Oil",565.0,86.0,gram,155.4071,"Dry Goods, Olive and Truffle Oil","JAKES, INC.",15.36,400471,VENDOR_ITEM
101,Mac Sauce,Complete,442.0,"Dry Goods, Salt, Kosher",711.0,170.0,gram,0.1176,"Dry Goods, Salt, Kosher","JAKE'S, INC.",8.47,SALT20,VENDOR_ITEM
77,Mac Sauce - Modified 2025,Draft,511.0,"Dairy, Cheese, Loaf, Pepper Jack",171.0,1240.0,gram,12.1651,"Dairy, Cheese, Loaf, Pepper Jack",US Foods,4.45,JACK50,VENDOR_ITEM
77,Mac Sauce - Modified 2025,Draft,509.0,"Dairy, Cream, Heavy",259.0,3.0,qt,16.245,"Dairy, Cream, Heavy","JAKE'S, INC.",64.98,MILK33,VENDOR_ITEM
77,Mac Sauce - Modified 2025,Draft,508.0,"Dairy, Milk, Whole",529.0,3.0,gallon,0.0045,"Dairy, Milk, Whole","JAKE'S, INC.",22.92,MLK051,VENDOR_ITEM
77,Mac Sauce - Modified 2025,Draft,510.0,"Dry Goods, Salt, Kosher",711.0,170.0,gram,0.1176,"Dry Goods, Salt, Kosher","JAKE'S, INC.",8.47,SALT20,VENDOR_ITEM
99,Nashville Hot Chicken,Complete,345.0,"Dairy,  Clarified Butter",105.0,0.5,oz,0.0383,"Dairy,  Clarified Butter",RESTAURANT DEPOT,24.51,15700227220,VENDOR_ITEM
99,Nashville Hot Chicken,Complete,342.0,"Dry Goods, Bread, Texas Toast",90.0,2.0,each,0.438,"Dry Goods, Bread, Texas Toast",CB Commissary LLC,2.19,936,VENDOR_ITEM
99,Nashville Hot Chicken,Complete,341.0,"Protein, Chicken, Thighs",183.0,7.0,oz,1.645,"Protein, Chicken, Thighs",US Foods,3.76,G20223,VENDOR_ITEM
127,Onion Ranch,Complete,414.0,"Dairy, Egg",8.0,40.0,each,15.7778,"Dairy, Egg",Jorge Garza,71.0,58897_XC9776450,VENDOR_ITEM
127,Onion Ranch,Complete,416.0,"Dry Goods, Black Pepper, Ground",890.0,3.0,oz,1.8101,"Dry Goods, Black Pepper, Ground","JAKES, INC.",48.27,BSPI75,VENDOR_ITEM
127,Onion Ranch,Complete,417.0,"Dry Goods, Oil, Canola, Salad",561.0,3.0,lb,3.612,"Dry Goods, Oil, Canola, Salad","JAKE'S, INC.",42.14,OILS28,VENDOR_ITEM
127,Onion Ranch,Complete,418.0,"Dry Goods, Salt, Kosher",711.0,3.0,oz,0.0588,"Dry Goods, Salt, Kosher","JAKE'S, INC.",8.47,SALT20,VENDOR_ITEM
127,Onion Ranch,Complete,415.0,"Dry Goods, Vinegar, White",871.0,3.0,qt,3.18,"Dry Goods, Vinegar, White",US Foods,4.24,OLVS11,VENDOR_ITEM
127,Onion Ranch,Complete,413.0,"Produce, Onions, Yellow",448.0,5.0,lb,1.995,"Produce, Onions, Yellow",Jorge Garza,19.95,58897_XC10610694,VENDOR_ITEM
131,Pickled Shallot,Complete,404.0,"Dry Goods, Sugar, White",825.0,5.0,lb,4.882,"Dry Goods, Sugar, White","JAKES, INC.",24.41,SUGR03,VENDOR_ITEM
131,Pickled Shallot,Complete,403.0,"Dry Goods, Vinegar, White",871.0,2.0,gallon,0.0022,"Dry Goods, Vinegar, White",US Foods,4.24,OLVS11,VENDOR_ITEM
131,Pickled Shallot,Complete,405.0,"Produce, Shallots, Peeled, Fresh",629.0,20.0,lb,146.1,"Produce, Shallots, Peeled, Fresh",RESTAURANT DEPOT,58.44,53408,VENDOR_ITEM
129,Plain Jane Sandwich,Complete,518.0,"Dry Goods, Bread,  Burger Bun",87.0,1.0,ea,0.62,"Dry Goods, Bread,  Burger Bun",COMMON BOND BISTRO & BAKERY,0.62,90880_XC12350157,VENDOR_ITEM
129,Plain Jane Sandwich,Complete,520.0,"Dry Goods, Chicken  Breading, Lea Jane Recipe",475.0,2.0,oz,0.2371,"Dry Goods, Chicken  Breading, Lea Jane Recipe",ALTAMIRA LTD.,94.85,32165,VENDOR_ITEM
129,Plain Jane Sandwich,Complete,519.0,"Dry Goods, Mayonnaise, Heavy",510.0,1.0,each,0.0034,"Dry Goods, Mayonnaise, Heavy",Jorge Garza,12.95,58897_XC11725428,VENDOR_ITEM
129,Plain Jane Sandwich,Complete,521.0,"Dry Goods, Pickle, DIll, Slices",652.0,2.0,oz,0.0028,"Dry Goods, Pickle, DIll, Slices","JAKES, INC.",26.2,PICK41,VENDOR_ITEM
129,Plain Jane Sandwich,Complete,517.0,"Protein, Chicken, Tenders",178.0,8.0,oz,1.43,"Protein, Chicken, Tenders",Buckhead Meat & Seafood OF HOUSTON,2.86,1002010,VENDOR_ITEM
68,Ritz Crumble,Draft,335.0,"Dry Goods, Crackers, Ritz",692.0,1.0,lb,5.2788,"Dry Goods, Crackers, Ritz",RESTAURANT DEPOT,9.04,1090094,VENDOR_ITEM
78,Roux recipe,Complete,497.0,"Dairy,  Clarified Butter",105.0,2.0,lb,2.451,"Dairy,  Clarified Butter",RESTAURANT DEPOT,24.51,15700227220,VENDOR_ITEM
78,Roux recipe,Complete,498.0,"Dry Goods, Flour, All Purpose, White",29.0,2.0,lb,4.716,"Dry Goods, Flour, All Purpose, White",Jorge Garza,11.79,58897_XC11131128,VENDOR_ITEM
95,S-01 OG Nashville Chicken,Draft,322.0,"Dairy,  Clarified Butter",105.0,0.5,oz,0.0383,"Dairy,  Clarified Butter",RESTAURANT DEPOT,24.51,15700227220,VENDOR_ITEM
95,S-01 OG Nashville Chicken,Draft,319.0,"Dry Goods, Bread,  Burger Bun",87.0,1.0,each,0.62,"Dry Goods, Bread,  Burger Bun",COMMON BOND BISTRO & BAKERY,0.62,90880_XC12350157,VENDOR_ITEM
95,S-01 OG Nashville Chicken,Draft,318.0,"Protein, Chicken, Thighs",183.0,7.0,oz,1.645,"Protein, Chicken, Thighs",US Foods,3.76,G20223,VENDOR_ITEM
96,S-02 J-Blaze Chicken,Draft,316.0,"Dry Goods, Bread,  Burger Bun",87.0,1.0,each,0.62,"Dry Goods, Bread,  Burger Bun",COMMON BOND BISTRO & BAKERY,0.62,90880_XC12350157,VENDOR_ITEM
96,S-02 J-Blaze Chicken,Draft,313.0,"Dry Goods, Chicken  Breading, Lea Jane Recipe",475.0,3.0,oz,0.3557,"Dry Goods, Chicken  Breading, Lea Jane Recipe",ALTAMIRA LTD.,94.85,32165,VENDOR_ITEM
96,S-02 J-Blaze Chicken,Draft,317.0,"Dry Goods, Oil, Canola, Clear, Frying",12.0,2.0,oz,0.1446,"Dry Goods, Oil, Canola, Clear, Frying",Jorge Garza,40.5,58897_XC11546428,VENDOR_ITEM
96,S-02 J-Blaze Chicken,Draft,314.0,Hot Honey - 2025,433.0,2.0,oz,,"Dry Goods, Honey, Natural",US Foods,18.77,SYRP67,VENDOR_ITEM
96,S-02 J-Blaze Chicken,Draft,312.0,"Protein, Chicken, Thighs",183.0,8.0,oz,1.88,"Protein, Chicken, Thighs",US Foods,3.76,G20223,VENDOR_ITEM
94,S-03 Plain Jane Sandwich,Draft,399.0,"Dry Goods, Bread,  Burger Bun",87.0,1.0,ea,0.62,"Dry Goods, Bread,  Burger Bun",COMMON BOND BISTRO & BAKERY,0.62,90880_XC12350157,VENDOR_ITEM
94,S-03 Plain Jane Sandwich,Draft,398.0,"Dry Goods, Chicken  Breading, Lea Jane Recipe",475.0,2.0,oz,0.2371,"Dry Goods, Chicken  Breading, Lea Jane Recipe",ALTAMIRA LTD.,94.85,32165,VENDOR_ITEM
94,S-03 Plain Jane Sandwich,Draft,400.0,"Dry Goods, Mayonnaise, Heavy",510.0,2.0,oz,0.0068,"Dry Goods, Mayonnaise, Heavy",Jorge Garza,12.95,58897_XC11725428,VENDOR_ITEM
94,S-03 Plain Jane Sandwich,Draft,401.0,"Dry Goods, Pickle, DIll, Slices",652.0,2.0,oz,0.0028,"Dry Goods, Pickle, DIll, Slices","JAKES, INC.",26.2,PICK41,VENDOR_ITEM
94,S-03 Plain Jane Sandwich,Draft,402.0,Hot Honey - 2025,433.0,2.0,oz,,"Dry Goods, Honey, Natural",US Foods,18.77,SYRP67,VENDOR_ITEM
94,S-03 Plain Jane Sandwich,Draft,397.0,"Protein, Chicken, Tenders",178.0,8.0,oz,1.43,"Protein, Chicken, Tenders",Buckhead Meat & Seafood OF HOUSTON,2.86,1002010,VENDOR_ITEM
88,S-04 Fish Sando,Draft,433.0,"Dry Goods, Bread,  Burger Bun",87.0,1.0,ea,0.62,"Dry Goods, Bread,  Burger Bun",COMMON BOND BISTRO & BAKERY,0.62,90880_XC12350157,VENDOR_ITEM
88,S-04 Fish Sando,Draft,434.0,"Dry Goods, Mayonnaise, Heavy",510.0,2.0,oz,0.0068,"Dry Goods, Mayonnaise, Heavy",Jorge Garza,12.95,58897_XC11725428,VENDOR_ITEM
88,S-04 Fish Sando,Draft,436.0,"Dry Goods, Oil, Canola, Clear, Frying",12.0,2.0,oz,0.1446,"Dry Goods, Oil, Canola, Clear, Frying",Jorge Garza,40.5,58897_XC11546428,VENDOR_ITEM
88,S-04 Fish Sando,Draft,435.0,"Dry Goods, Pickle, DIll, Slices",652.0,2.0,oz,0.0028,"Dry Goods, Pickle, DIll, Slices","JAKES, INC.",26.2,PICK41,VENDOR_ITEM
88,S-04 Fish Sando,Draft,432.0,"Seafood, Cod, Battered, Wedges, Frozen",373.0,4.0,oz,2.4737,"Seafood, Cod, Battered, Wedges, Frozen",RESTAURANT DEPOT,39.58,73538020154,VENDOR_ITEM
83,SD-01 Kale & Cabbage Slaw,Draft,,,,,,,,,,,UNMAPPED
81,SD-02 Extra-Crispy Fries with Ranch Powder,Draft,489.0,"Dry Goods, Ranch Dressing, Mix, Dry",544.0,1.0,oz,0.6995,"Dry Goods, Ranch Dressing, Mix, Dry","JAKE'S, INC.",40.29,DRES37,VENDOR_ITEM
80,SD-03 LJ Mac,Draft,428.0,"Dry Goods, Pasta, Cavatappi",603.0,5.0,oz,0.5536,"Dry Goods, Pasta, Cavatappi","JAKES, INC.",35.43,SPAG21,VENDOR_ITEM
80,SD-03 LJ Mac,Draft,427.0,Mac Sauce - Modified 2025,138.0,3.0,oz,25.035825000000003,"Dairy, Cheese Sauce, Loaf, American",Jorge Garza,144.0,58897_XC10619296,VENDOR_ITEM
76,SD-04 Fried Corn Ribs,Draft,438.0,"Dry Goods, Oil, Canola, Clear, Frying",12.0,1.0,oz,0.0723,"Dry Goods, Oil, Canola, Clear, Frying",Jorge Garza,40.5,58897_XC11546428,VENDOR_ITEM
76,SD-04 Fried Corn Ribs,Draft,437.0,"Frozen, Corn Rib, Hickory Smoked",39.0,6.0,oz,1.6657,"Frozen, Corn Rib, Hickory Smoked",Sysco Houston,71.07,7228367,VENDOR_ITEM
87,SL-01 Chicken Caesar Salad,Draft,373.0,"Dairy, Chesse, Parmesan, Grated",197.0,2.0,oz,0.1972,"Dairy, Chesse, Parmesan, Grated",RESTAURANT DEPOT,31.56,14726,VENDOR_ITEM
87,SL-01 Chicken Caesar Salad,Draft,374.0,"Dry Goods, Caesar Dressing",285.0,4.0,oz,0.2361,"Dry Goods, Caesar Dressing",RESTAURANT DEPOT,30.22,54565,VENDOR_ITEM
87,SL-01 Chicken Caesar Salad,Draft,372.0,"Dry Goods, Croutons, Homestyle",263.0,2.0,oz,0.3314,"Dry Goods, Croutons, Homestyle",RESTAURANT DEPOT,26.51,2061156,VENDOR_ITEM
87,SL-01 Chicken Caesar Salad,Draft,370.0,"Produce, Lettuce, Romaine",627.0,4.0,oz,17.6,"Produce, Lettuce, Romaine",RESTAURANT DEPOT,4.4,43858,VENDOR_ITEM
112,Shredded Cabbage,Complete,334.0,"Produce, CABBAGE GREEN SHREDDED",610.0,10.0,lb,8.84,"Produce, Cabbage, Red, Shredded",RESTAURANT DEPOT,8.84,3.0223E+11,VENDOR_ITEM
111,Shredded Carrots,Complete,295.0,"Produce, Carrots, Jumbo, Fresh",25.0,10.0,lb,4.7,"Produce, Carrots, Jumbo, Fresh",Jorge Garza,23.5,58897_XC5723334,VENDOR_ITEM
132,Tenders,Complete,431.0,"Dry Goods, Chicken  Breading, Lea Jane Recipe",475.0,1.5,oz,0.1778,"Dry Goods, Chicken  Breading, Lea Jane Recipe",ALTAMIRA LTD.,94.85,32165,VENDOR_ITEM
132,Tenders,Complete,430.0,"Dry Goods, Shortening, Pork Lard",474.0,1.0,oz,0.0854,"Dry Goods, Shortening, Pork Lard",US Foods,68.29,OILS49,VENDOR_ITEM
132,Tenders,Complete,429.0,"Protein, Chicken, Tenders",178.0,4.0,oz,0.715,"Protein, Chicken, Tenders",Buckhead Meat & Seafood OF HOUSTON,2.86,1002010,VENDOR_ITEM
